Upper Left Leg,1,1,4,183,927
Upper Left Leg,1,1,4,188,1023
Upper Left Leg,1,1,5,187,1
Upper Left Leg,1,1,5,193,92
Upper Left Leg,1,1,5,216,318
Upper Left Leg,1,1,5,240,484
Upper Left Leg,1,1,5,268,656
Upper Left Leg,1,1,5,284,774
Upper Left Leg,1,1,5,295,866
Upper Left Leg,1,1,5,304,969
Upper Left Leg,1,1,5,306,1022
Upper Left Leg,1,1,6,308,1
Upper Left Leg,1,1,6,308,90
Upper Left Leg,1,1,6,306,138
Upper Left Leg,1,1,6,298,312
Upper Left Leg,1,1,6,720,313
Upper Left Leg,1,1,6,744,207
Upper Left Leg,1,1,6,747,172
Upper Left Leg,1,1,6,785,1
Upper Left Leg,1,1,5,786,1022
Upper Left Leg,1,1,5,814,876
Upper Left Leg,1,1,5,831,713
Upper Left Leg,1,1,5,847,549
Upper Left Leg,1,1,5,860,362
Upper Left Leg,1,1,5,875,210
Upper Left Leg,1,1,5,899,1
Right Upper Leg,1,2,4,828,1023
Right Upper Leg,1,2,4,834,880
Right Upper Leg,1,2,4,836,752
Right Upper Leg,1,2,4,833,615
Right Upper Leg,1,2,4,827,506
Right Upper Leg,1,2,4,821,432
Right Upper Leg,1,2,4,101,708
Right Upper Leg,1,2,4,86,714
Right Upper Leg,1,2,4,122,1022
Right Upper Leg,1,2,5,153,24
Right Upper Leg,1,2,5,165,404
Right Upper Leg,1,2,5,190,719
Right Upper Leg,1,2,5,209,882
Right Upper Leg,1,2,5,217,937
Right Upper Leg,1,2,5,235,1022
Right Upper Leg,1,2,6,275,180
Right Upper Leg,1,2,6,278,212
Right Upper Leg,1,2,6,299,313
Right Upper Leg,1,2,6,722,314
Right Upper Leg,1,2,6,717,221
Right Upper Leg,1,2,6,714,128
Right Upper Leg,1,2,6,711,84
Right Upper Leg,1,2,6,713,1
Right Upper Leg,1,2,5,714,1019
Right Upper Leg,1,2,5,729,848
Right Upper Leg,1,2,5,753,659
Right Upper Leg,1,2,5,789,414
Right Upper Leg,1,2,5,811,219
Right Upper Leg,1,2,5,825,39
Right Upper Leg,1,2,5,828,2
Left Upper Arm,1,1,1,363,1019
Left Upper Arm,1,1,1,363,604
Left Upper Arm,1,1,1,323,617
Left Upper Arm,1,1,1,153,719
Left Upper Arm,1,1,1,91,784
Left Upper Arm,1,1,1,18,1020
Left Upper Arm,1,0,2,966,426
Left Upper Arm,1,0,2,961,535
Left Upper Arm,1,0,2,872,1021
Left Upper Arm,1,0,3,849,97
Left Upper Arm,1,0,3,838,119
Left Upper Arm,1,0,3,1021,178
Left Upper Arm,1,1,3,172,234
Left Upper Arm,1,1,3,187,162
Left Upper Arm,1,1,3,202,31
Left Upper Arm,1,1,2,226,911
Left Upper Arm,1,1,2,252,823
Left Upper Arm,1,1,2,286,681
Left Upper Arm,1,1,2,362,218
Left Upper Arm,1,1,2,363,1
Left Fore Arm,1,0,3,1022,183
Left Fore Arm,1,0,3,835,122
Left Fore Arm,1,0,3,796,189
Left Fore Arm,1,0,3,749,297
Left Fore Arm,1,0,3,689,521
Left Fore Arm,1,0,3,555,1022
Left Fore Arm,1,0,4,477,270
Left Fore Arm,1,0,4,457,293
Left Fore Arm,1,0,4,684,393
Left Fore Arm,1,0,4,849,1
Left Fore Arm,1,0,3,850,1023
Left Fore Arm,1,0,3,1021,648
Left Fore Arm,1,1,3,142,322
Left Fore Arm,1,1,3,172,239
Left Fore Arm,1,1,3,1,184
Waist Area,1,1,3,1022,747
Waist Area,1,1,3,318,749
Waist Area,1,1,4,240,105
Waist Area,1,1,4,225,193
Waist Area,1,1,4,209,303
Waist Area,1,1,4,194,419
Waist Area,1,1,4,371,486
Waist Area,1,1,4,395,448
Waist Area,1,1,4,432,400
Waist Area,1,1,4,476,356
Waist Area,1,1,4,519,315
Waist Area,1,1,4,578,271
Waist Area,1,1,4,645,230
Waist Area,1,1,4,710,199
Waist Area,1,1,4,794,170
Waist Area,1,1,4,853,156
Waist Area,1,1,4,914,144
Waist Area,1,1,4,990,139
Waist Area,1,1,4,1022,138
Waist Area,1,2,4,26,138
Waist Area,1,2,4,98,143
Waist Area,1,2,4,176,155
Waist Area,1,2,4,244,173
Waist Area,1,2,4,320,199
Waist Area,1,2,4,383,229
Waist Area,1,2,4,436,261
Waist Area,1,2,4,499,306
Waist Area,1,2,4,555,355
Waist Area,1,2,4,595,400
Waist Area,1,2,4,634,448
Waist Area,1,2,4,659,487
Waist Area,1,2,4,820,427
Waist Area,1,2,4,804,297
Waist Area,1,2,4,790,202
Waist Area,1,2,4,776,110
Waist Area,1,2,4,757,5
Waist Area,1,2,3,749,990
Waist Area,1,2,3,696,749
Waist Area,1,2,3,16,750
Right Fore Arm,1,2,3,1023,187
Right Fore Arm,1,2,3,848,243
Right Fore Arm,1,2,3,917,431
Right Fore Arm,1,2,3,1022,650
Right Fore Arm,1,3,3,168,1022
Right Fore Arm,1,3,4,332,384
Right Fore Arm,1,3,4,338,396
Right Fore Arm,1,3,4,566,295
Right Fore Arm,1,3,4,547,265
Right Fore Arm,1,3,4,468,5
Right Fore Arm,1,3,3,351,610
Right Fore Arm,1,3,3,297,384
Right Fore Arm,1,3,3,254,260
Right Fore Arm,1,3,3,214,177
Right Fore Arm,1,3,3,183,126
Right Fore Arm,1,3,3,1,184
Right Upper Arm,1,2,1,1002,1021
Right Upper Arm,1,2,1,939,805
Right Upper Arm,1,2,1,864,722
Right Upper Arm,1,2,1,693,620
Right Upper Arm,1,2,1,655,608
Right Upper Arm,1,2,1,655,1022
Right Upper Arm,1,2,2,652,226
Right Upper Arm,1,2,2,660,226
Right Upper Arm,1,2,2,725,641
Right Upper Arm,1,2,2,756,789
Right Upper Arm,1,2,2,771,838
Right Upper Arm,1,2,2,791,907
Right Upper Arm,1,2,2,813,1021
Right Upper Arm,1,2,3,822,67
Right Upper Arm,1,2,3,832,162
Right Upper Arm,1,2,3,847,236
Right Upper Arm,1,2,3,1022,180
Right Upper Arm,1,3,3,1,179
Right Upper Arm,1,3,3,180,120
Right Upper Arm,1,3,3,174,104
Right Upper Arm,1,3,3,148,1
Right Upper Arm,1,3,2,136,976
Right Upper Arm,1,3,2,58,528
Right Upper Arm,1,3,2,56,461
Right Upper Arm,1,3,2,29,257
Right Upper Arm,1,3,2,1,109
Left Lower Leg,1,1,6,705,1016
Left Lower Leg,1,1,6,727,809
Left Lower Leg,1,1,6,682,534
Left Lower Leg,1,1,6,668,589
Left Lower Leg,1,1,6,664,595
Left Lower Leg,1,1,6,659,595
Left Lower Leg,1,1,6,654,590
Left Lower Leg,1,1,6,722,319
Left Lower Leg,1,1,6,299,320
Left Lower Leg,1,1,6,265,539
Left Lower Leg,1,1,6,256,596
Left Lower Leg,1,1,6,250,720
Left Lower Leg,1,1,6,252,852
Left Lower Leg,1,1,6,258,1019
Left Lower Leg,1,1,7,275,209
Left Lower Leg,1,1,7,329,722
Left Lower Leg,1,1,7,341,786
Left Lower Leg,1,1,7,349,858
Left Lower Leg,1,1,7,348,954
Left Lower Leg,1,1,7,345,981
Left Lower Leg,1,1,7,349,1024
Left Lower Leg,1,1,7,685,1024
Left Lower Leg,1,1,7,683,988
Left Lower Leg,1,1,7,674,956
Left Lower Leg,1,1,7,641,876
Left Lower Leg,1,1,7,623,746
Left Lower Leg,1,1,7,624,684
Left Lower Leg,1,1,7,653,326
Left Lower Leg,1,1,7,703,3
Right Lower Leg,1,2,6,763,1021
Right Lower Leg,1,2,6,773,764
Right Lower Leg,1,2,6,767,616
Right Lower Leg,1,2,6,751,518
Right Lower Leg,1,2,6,730,378
Right Lower Leg,1,2,6,724,320
Right Lower Leg,1,2,6,303,319
Right Lower Leg,1,2,6,369,590
Right Lower Leg,1,2,6,365,594
Right Lower Leg,1,2,6,360,594
Right Lower Leg,1,2,6,356,590
Right Lower Leg,1,2,6,343,533
Right Lower Leg,1,2,6,301,746
Right Lower Leg,1,2,6,297,812
Right Lower Leg,1,2,6,320,1020
Right Lower Leg,1,2,7,371,327
Right Lower Leg,1,2,7,403,725
Right Lower Leg,1,2,7,386,869
Right Lower Leg,1,2,7,351,958
Right Lower Leg,1,2,7,340,992
Right Lower Leg,1,2,7,339,1024
Right Lower Leg,1,2,7,676,1024
Right Lower Leg,1,2,7,678,980
Right Lower Leg,1,2,7,676,868
Right Lower Leg,1,2,7,694,727
Right Lower Leg,1,2,7,731,403
Right Lower Leg,1,2,7,754,157
Right Lower Leg,1,2,7,765,7
