Posterior Head,1,1,0,1022,199,Back
Posterior Head,1,1,0,977,201,Back
Posterior Head,1,1,0,938,207,Back
Posterior Head,1,1,0,897,218,Back
Posterior Head,1,1,0,854,235,Back
Posterior Head,1,1,0,821,254,Back
Posterior Head,1,1,0,788,279,Back
Posterior Head,1,1,0,755,312,Back
Posterior Head,1,1,0,725,352,Back
Posterior Head,1,1,0,705,388,Back
Posterior Head,1,1,0,687,428,Back
Posterior Head,1,1,0,671,480,Back
Posterior Head,1,1,0,662,527,Back
Posterior Head,1,1,0,654,572,Back
Posterior Head,1,1,0,650,622,Back
Posterior Head,1,1,0,651,711,Back
Posterior Head,1,1,0,641,714,Back
Posterior Head,1,1,0,620,722,Back
Posterior Head,1,1,0,602,735,Back
Posterior Head,1,1,0,594,746,Back
Posterior Head,1,1,0,591,755,Back
Posterior Head,1,1,0,592,770,Back
Posterior Head,1,1,0,649,966,Back
Posterior Head,1,1,0,660,983,Back
Posterior Head,1,1,0,674,994,Back
Posterior Head,1,1,0,684,997,Back
Posterior Head,1,1,0,697,997,Back
Posterior Head,1,1,0,705,1023,Back
Posterior Head,1,1,1,717,40,Back
Posterior Head,1,1,1,735,93,Back
Posterior Head,1,1,1,756,145,Back
Posterior Head,1,1,1,776,186,Back
Posterior Head,1,1,1,784,197,Back
Posterior Head,1,1,1,794,210,Back
Posterior Head,1,1,1,787,217,Back
Posterior Head,1,1,1,769,372,Back
Posterior Head,1,1,1,765,409,Back
Posterior Head,1,1,1,758,432,Back
Posterior Head,1,1,1,746,457,Back
Posterior Head,1,1,1,1019,458,Back
Posterior Head,1,2,1,269,458,Back
Posterior Head,1,2,1,259,436,Back
Posterior Head,1,2,1,255,421,Back
Posterior Head,1,2,1,237,280,Back
Posterior Head,1,2,1,232,220,Back
Posterior Head,1,2,1,231,215,Back
Posterior Head,1,2,1,244,196,Back
Posterior Head,1,2,1,276,136,Back
Posterior Head,1,2,1,301,70,Back
Posterior Head,1,2,1,318,19,Back
Posterior Head,1,2,1,323,3,Back
Posterior Head,1,2,0,324,1023,Back
Posterior Head,1,2,0,333,998,Back
Posterior Head,1,2,0,352,997,Back
Posterior Head,1,2,0,368,987,Back
Posterior Head,1,2,0,376,975,Back
Posterior Head,1,2,0,387,951,Back
Posterior Head,1,2,0,439,768,Back
Posterior Head,1,2,0,437,750,Back
Posterior Head,1,2,0,434,744,Back
Posterior Head,1,2,0,421,729,Back
Posterior Head,1,2,0,400,718,Back
Posterior Head,1,2,0,380,711,Back
Posterior Head,1,2,0,383,698,Back
Posterior Head,1,2,0,384,697,Back
Posterior Head,1,2,0,386,682,Back
Posterior Head,1,2,0,386,638,Back
Posterior Head,1,2,0,383,588,Back
Posterior Head,1,2,0,378,543,Back
Posterior Head,1,2,0,366,487,Back
Posterior Head,1,2,0,346,429,Back
Posterior Head,1,2,0,330,389,Back
Posterior Head,1,2,0,309,352,Back
Posterior Head,1,2,0,281,315,Back
Posterior Head,1,2,0,252,284,Back
Posterior Head,1,2,0,212,254,Back
Posterior Head,1,2,0,172,233,Back
Posterior Head,1,2,0,130,217,Back
Posterior Head,1,2,0,87,207,Back
Posterior Head,1,2,0,51,202,Back
Posterior Head,1,2,0,22,200,Back
Posterior Head,1,2,0,1,200,Back
Posterior Upper Back,1,1,1,1020,465,Back
Posterior Upper Back,1,1,1,742,465,Back
Posterior Upper Back,1,1,1,727,484,Back
Posterior Upper Back,1,1,1,702,508,Back
Posterior Upper Back,1,1,1,665,537,Back
Posterior Upper Back,1,1,1,623,561,Back
Posterior Upper Back,1,1,1,588,578,Back
Posterior Upper Back,1,1,1,543,598,Back
Posterior Upper Back,1,1,1,500,614,Back
Posterior Upper Back,1,1,1,460,628,Back
Posterior Upper Back,1,1,1,428,638,Back
Posterior Upper Back,1,1,1,394,649,Back
Posterior Upper Back,1,1,1,370,656,Back
Posterior Upper Back,1,1,1,370,1020,Back
Posterior Upper Back,1,1,2,369,260,Back
