Face,1,1,0,1023,109,Front
Face,1,1,0,982,111,Front
Face,1,1,0,940,118,Front
Face,1,1,0,892,131,Front
Face,1,1,0,843,152,Front
Face,1,1,0,801,180,Front
Face,1,1,0,764,216,Front
Face,1,1,0,734,253,Front
Face,1,1,0,708,296,Front
Face,1,1,0,690,337,Front
Face,1,1,0,673,390,Front
Face,1,1,0,661,441,Front
Face,1,1,0,654,491,Front
Face,1,1,0,651,550,Front
Face,1,1,0,651,631,Front
Face,1,1,0,601,658,Front
Face,1,1,0,591,681,Front
Face,1,1,0,658,910,Front
Face,1,1,0,681,925,Front
Face,1,1,0,697,926,Front
Face,1,1,0,728,1023,Front
Face,1,1,1,728,1,Front
Face,1,1,1,764,92,Front
Face,1,1,1,794,144,Front
Face,1,1,1,824,175,Front
Face,1,1,1,859,203,Front
Face,1,1,1,910,237,Front
Face,1,1,1,988,281,Front
Face,1,1,1,1022,282,Front
Face,1,2,1,37,280,Front
Face,1,2,1,121,236,Front
Face,1,2,1,175,201,Front
Face,1,2,1,212,172,Front
Face,1,2,1,248,130,Front
Face,1,2,1,265,98,Front
Face,1,2,1,304,1,Front
Face,1,2,0,334,927,Front
Face,1,2,0,356,925,Front
Face,1,2,0,369,916,Front
Face,1,2,0,384,892,Front
Face,1,2,0,440,692,Front
Face,1,2,0,439,674,Front
Face,1,2,0,422,651,Front
Face,1,2,0,397,637,Front
Face,1,2,0,381,633,Front
Face,1,2,0,386,616,Front
Face,1,2,0,387,552,Front
Face,1,2,0,382,485,Front
Face,1,2,0,370,413,Front
Face,1,2,0,353,357,Front
Face,1,2,0,327,295,Front
Face,1,2,0,298,247,Front
Face,1,2,0,264,207,Front
Face,1,2,0,212,165,Front
Face,1,2,0,164,139,Front
Face,1,2,0,99,119,Front
Face,1,2,0,38,111,Front
Face,1,2,0,1,109,Front
Neck,1,1,1,1023,296,Front
Neck,1,1,1,991,294,Front
Neck,1,1,1,934,272,Front
Neck,1,1,1,894,244,Front
Neck,1,1,1,840,206,Front
Neck,1,1,1,813,184,Front
Neck,1,1,1,788,160,Front
Neck,1,1,1,764,358,Front
Neck,1,1,1,742,407,Front
Neck,1,1,1,702,450,Front
Neck,1,1,1,649,487,Front
Neck,1,1,1,592,519,Front
Neck,1,1,1,527,547,Front
Neck,1,1,1,482,565,Front
Neck,1,1,1,512,611,Front
Neck,1,1,1,552,658,Front
Neck,1,1,1,596,698,Front
Neck,1,1,1,643,736,Front
Neck,1,1,1,695,769,Front
Neck,1,1,1,748,796,Front
Neck,1,1,1,803,817,Front
Neck,1,1,1,860,833,Front
Neck,1,1,1,920,844,Front
Neck,1,1,1,979,850,Front
Neck,1,1,1,1022,849,Front
Neck,1,2,1,46,848,Front
Neck,1,2,1,106,842,Front
Neck,1,2,1,165,832,Front
Neck,1,2,1,222,815,Front
Neck,1,2,1,177,792,Front
Neck,1,2,1,330,762,Front
Neck,1,2,1,380,730,Front
Neck,1,2,1,427,690,Front
Neck,1,2,1,470,647,Front
Neck,1,2,1,509,600,Front
Neck,1,2,1,530,568,Front
Neck,1,2,1,414,519,Front
Neck,1,2,1,361,488,Front
Neck,1,2,1,317,453,Front
Neck,1,2,1,277,408,Front
Neck,1,2,1,261,375,Front
Neck,1,2,1,254,344,Front
Neck,1,2,1,238,198,Front
Neck,1,2,1,235,168,Front
Neck,1,2,1,220,183,Front
Neck,1,2,1,187,210,Front
Neck,1,2,1,134,246,Front
Neck,1,2,1,80,282,Front
Neck,1,2,1,48,294,Front
Neck,1,2,1,1,295,Front
Upper Torso,1,1,1,966,854,Front
Upper Torso,1,1,1,877,843,Front
Upper Torso,1,1,1,818,829,Front
Upper Torso,1,1,1,761,809,Front
Upper Torso,1,1,1,707,782,Front
Upper Torso,1,1,1,656,751,Front
Upper Torso,1,1,1,607,741,Front
Upper Torso,1,1,1,562,675,Front
Upper Torso,1,1,1,520,629,Front
Upper Torso,1,1,1,491,589,Front
Upper Torso,1,1,1,476,567,Front
Upper Torso,1,1,1,371,601,Front
Upper Torso,1,1,1,368,1021,Front
Upper Torso,1,1,2,371,219,Front
Upper Torso,1,1,2,376,219,Front
Upper Torso,1,1,2,396,698,Front
Upper Torso,1,1,2,1019,699,Front
Upper Torso,1,2,2,628,698,Front
Upper Torso,1,2,2,647,226,Front
Upper Torso,1,2,2,649,1,Front
Upper Torso,1,2,1,647,607,Front
Upper Torso,1,2,1,537,570,Front
Upper Torso,1,2,1,494,626,Front
Upper Torso,1,2,1,453,674,Front
Upper Torso,1,2,1,408,715,Front
Upper Torso,1,2,1,360,750,Front
Upper Torso,1,2,1,323,773,Front
Upper Torso,1,2,1,280,796,Front
Upper Torso,1,2,1,239,814,Front
Upper Torso,1,2,1,183,831,Front
Upper Torso,1,2,1,123,844,Front
Upper Torso,1,2,1,78,852,Front
Upper Torso,1,2,1,1,856,Front
Lower Torso,1,1,2,1021,705,Front
Lower Torso,1,1,2,395,705,Front
Lower Torso,1,1,2,403,1023,Front
Lower Torso,1,1,3,404,284,Front
Lower Torso,1,1,3,391,405,Front
Lower Torso,1,1,3,320,741,Front
Lower Torso,1,1,3,1022,742,Front
Lower Torso,1,2,3,695,741,Front
Lower Torso,1,2,3,626,402,Front
Lower Torso,1,2,3,616,299,Front
Lower Torso,1,2,3,616,1,Front
Lower Torso,1,2,2,616,1016,Front
Lower Torso,1,2,2,628,707,Front
Lower Torso,1,2,2,2,706,Front
Upper Right Leg,1,1,4,901,1023,Front
Upper Right Leg,1,1,4,937,717,Front
Upper Right Leg,1,1,4,902,696,Front
Upper Right Leg,1,1,4,195,425,Front
Upper Right Leg,1,1,4,183,570,Front
Upper Right Leg,1,1,4,179,679,Front
Upper Right Leg,1,1,4,179,763,Front
Upper Right Leg,1,1,4,180,846,Front
Upper Right Leg,1,1,4,183,927,Front
Upper Right Leg,1,1,4,188,1023,Front
Upper Right Leg,1,1,5,187,1,Front
Upper Right Leg,1,1,5,193,92,Front
Upper Right Leg,1,1,5,216,318,Front
Upper Right Leg,1,1,5,240,484,Front
Upper Right Leg,1,1,5,268,656,Front
Upper Right Leg,1,1,5,284,774,Front
Upper Right Leg,1,1,5,295,866,Front
Upper Right Leg,1,1,5,304,969,Front
Upper Right Leg,1,1,5,306,1022,Front
Upper Right Leg,1,1,6,308,1,Front
Upper Right Leg,1,1,6,308,90,Front
Upper Right Leg,1,1,6,306,138,Front
Upper Right Leg,1,1,6,298,312,Front
Upper Right Leg,1,1,6,720,313,Front
Upper Right Leg,1,1,6,744,207,Front
Upper Right Leg,1,1,6,747,172,Front
Upper Right Leg,1,1,6,785,1,Front
Upper Right Leg,1,1,5,786,1022,Front
Upper Right Leg,1,1,5,814,876,Front
Upper Right Leg,1,1,5,831,713,Front
Upper Right Leg,1,1,5,847,549,Front
Upper Right Leg,1,1,5,860,362,Front
Upper Right Leg,1,1,5,875,210,Front
Upper Right Leg,1,1,5,899,1,Front
Left Upper Leg,1,2,4,828,1023,Front
Left Upper Leg,1,2,4,834,880,Front
Left Upper Leg,1,2,4,836,752,Front
Left Upper Leg,1,2,4,833,615,Front
Left Upper Leg,1,2,4,827,506,Front
Left Upper Leg,1,2,4,821,432,Front
Left Upper Leg,1,2,4,101,708,Front
Left Upper Leg,1,2,4,86,714,Front
Left Upper Leg,1,2,4,122,1022,Front
Left Upper Leg,1,2,5,153,24,Front
Left Upper Leg,1,2,5,165,404,Front
Left Upper Leg,1,2,5,190,719,Front
Left Upper Leg,1,2,5,209,882,Front
Left Upper Leg,1,2,5,217,937,Front
Left Upper Leg,1,2,5,235,1022,Front
Left Upper Leg,1,2,6,275,180,Front
Left Upper Leg,1,2,6,278,212,Front
Left Upper Leg,1,2,6,299,313,Front
Left Upper Leg,1,2,6,722,314,Front
Left Upper Leg,1,2,6,717,221,Front
Left Upper Leg,1,2,6,714,128,Front
Left Upper Leg,1,2,6,711,84,Front
Left Upper Leg,1,2,6,713,1,Front
